Date,Close,Adj Close,Volume
2020-01-02,29.09000015258789,19.15723991394043,12542463
2020-01-03,29.18000030517578,19.21650505065918,15397477
2020-01-06,28.959999084472656,19.071624755859375,12664714
2020-01-07,28.690000534057617,18.893815994262695,28160121
2020-01-08,28.5,18.76869010925293,18148599
2020-01-09,28.700000762939453,18.900402069091797,11167458
2020-01-10,28.690000534057617,18.893815994262695,9414322
2020-01-13,28.84000015258789,18.992599487304688,9109161
2020-01-14,29.020000457763672,19.11113929748535,8836874
2020-01-15,29.010000228881836,19.104549407958984,9081284
2020-01-16,29.100000381469727,19.163822174072266,11087219
2020-01-17,29.15999984741211,19.203336715698242,11756156
2020-01-20,29.190000534057617,19.22308921813965,8166082
2020-01-30,27.700000762939453,18.241849899291992,124629153
2020-01-31,27.920000076293945,18.386730194091797,43237283
2020-02-03,27.739999771118164,18.268192291259766,45081773
2020-02-04,28.1200008392334,18.518442153930664,15739871
2020-02-05,28.079999923706055,18.492097854614258,13922740
2020-02-06,28.440000534057617,18.72917938232422,15996571
2020-02-07,28.229999542236328,18.590883255004883,12253406
2020-02-10,28.139999389648438,18.5316104888916,18717739
2020-02-11,28.34000015258789,18.6633243560791,7079932
2020-02-12,28.559999465942383,18.808204650878906,12239828
2020-02-13,28.639999389648438,18.860885620117188,14950526
2020-02-14,28.790000915527344,18.95966911315918,9659751
2020-02-17,28.799999237060547,18.966259002685547,14439906
2020-02-18,28.799999237060547,18.966259002685547,12272396
2020-02-19,28.959999084472656,19.071624755859375,11357954
2020-02-20,28.93000030517578,19.051868438720703,8809420
2020-02-21,28.899999618530273,19.03211212158203,5864280
2020-02-24,28.700000762939453,18.900402069091797,14095127
2020-02-25,28.670000076293945,18.880645751953125,11318028
2020-02-26,28.299999237060547,18.63698387145996,34883285
2020-02-27,27.899999618530273,18.373563766479492,56537310
2020-03-02,27.75,18.2747802734375,48021434
2020-03-03,27.93000030517578,18.393314361572266,26979859
2020-03-04,27.860000610351562,18.347217559814453,21853847
2020-03-05,28.100000381469727,18.50527000427246,13650787
2020-03-06,27.8799991607666,18.360387802124023,27963318
2020-03-09,27.25,17.945505142211914,96841145
2020-03-10,27.25,17.945505142211914,70307269
2020-03-11,26.969999313354492,17.7611083984375,38279695
2020-03-12,25.93000030517578,17.076215744018555,155640188
2020-03-13,25.290000915527344,16.65474510192871,157473670
2020-03-16,24.40999984741211,16.07522201538086,92824206
2020-03-17,23.670000076293945,15.587890625,103620788
2020-03-18,23.290000915527344,15.337642669677734,80530934
2020-03-19,21.850000381469727,14.38932991027832,137455783
2020-03-20,23.280000686645508,15.331060409545898,88557505
2020-03-23,22.489999771118164,14.810799598693848,53865745
2020-03-24,23.3799991607666,15.396913528442383,36966718
2020-03-25,24.09000015258789,15.864482879638672,57250013
2020-03-26,24.260000228881836,15.976435661315918,33802267
2020-03-27,24.350000381469727,16.035709381103516,46776958
2020-03-30,24.31999969482422,16.015949249267578,23158202
2020-03-31,24.489999771118164,16.12790298461914,20296378
2020-04-01,24.520000457763672,16.147661209106445,17899482
2020-04-06,24.84000015258789,16.358396530151367,23678372
2020-04-07,25.219999313354492,16.608646392822266,31620054
2020-04-08,25.770000457763672,16.970848083496094,41028247
2020-04-09,25.649999618530273,16.891820907592773,33849421
2020-04-10,25.729999542236328,16.94450569152832,12990586
2020-04-13,25.68000030517578,16.91158103942871,16402804
2020-04-14,26.049999237060547,17.15523910522461,22847925
2020-04-15,26.469999313354492,17.43183135986328,38186993
2020-04-16,26.440000534057617,17.412076950073242,20328897
2020-04-17,26.5,17.45159149169922,39596947
2020-04-20,26.600000381469727,17.517444610595703,17055801
2020-04-21,26.100000381469727,17.18817138671875,34554572
2020-04-22,26.229999542236328,17.273780822753906,20875507
2020-04-23,26.34000015258789,17.346223831176758,15977250
2020-04-24,26.329999923706055,17.339637756347656,6231428
2020-04-27,26.790000915527344,17.6425724029541,25093073
2020-04-28,26.90999984741211,17.72159767150879,17832362
2020-04-29,27.06999969482422,17.826967239379883,24473149
2020-04-30,27.459999084472656,18.083797454833984,35888109
2020-05-04,27.09000015258789,17.84013557434082,26549120
2020-05-05,27.329999923706055,17.998188018798828,16350420
2020-05-06,27.31999969482422,17.991600036621094,13113401
2020-05-07,27.399999618530273,18.044286727905273,17122291
2020-05-08,27.5,18.110137939453125,15466458
2020-05-11,27.65999984741211,18.21550750732422,13102769
2020-05-12,27.549999237060547,18.143068313598633,10854060
2020-05-13,27.75,18.2747802734375,16134554
2020-05-14,27.479999542236328,18.09697151184082,14959727
2020-05-15,27.43000030517578,18.064043045043945,13064863
2020-05-18,27.25,17.945505142211914,17472865
2020-05-19,27.43000030517578,18.064043045043945,11247174
2020-05-20,27.479999542236328,18.09697151184082,11379613
2020-05-21,27.6299991607666,18.19575309753418,21366548
2020-05-22,27.450000762939453,18.07721519470215,17176132
2020-05-25,27.5,18.110137939453125,14008489
2020-05-26,27.81999969482422,18.32087516784668,29948312
