Date,Close,Adj Close,Volume
2020-01-02,54.400001525878906,54.400001525878906,1187205
2020-01-03,54.20000076293945,54.20000076293945,2109280
2020-01-06,53.150001525878906,53.150001525878906,1933480
2020-01-07,52.400001525878906,52.400001525878906,2368060
2020-01-08,51.900001525878906,51.900001525878906,1496105
2020-01-09,53.400001525878906,53.400001525878906,1702850
2020-01-10,53.70000076293945,53.70000076293945,1437574
2020-01-13,54.54999923706055,54.54999923706055,1715100
2020-01-14,55.150001525878906,55.150001525878906,814100
2020-01-15,54.29999923706055,54.29999923706055,2432056
2020-01-16,54.150001525878906,54.150001525878906,1001000
2020-01-17,54.20000076293945,54.20000076293945,712000
2020-01-20,54.599998474121094,54.599998474121094,1037000
2020-01-30,48.25,48.25,6900484
2020-01-31,48.869998931884766,48.869998931884766,2815300
2020-02-03,47.90999984741211,47.90999984741211,5289912
2020-02-04,49.380001068115234,49.380001068115234,2412061
2020-02-05,49.5,49.5,3262855
2020-02-06,51.099998474121094,51.099998474121094,2705208
2020-02-07,49.869998931884766,49.869998931884766,2139300
2020-02-10,49.75,49.75,2787026
2020-02-11,50.650001525878906,50.650001525878906,1880100
2020-02-12,51.45000076293945,51.45000076293945,1889058
2020-02-13,51.45000076293945,51.45000076293945,2421827
2020-02-14,51.849998474121094,51.849998474121094,1856284
2020-02-17,51.45000076293945,51.45000076293945,2450000
2020-02-18,50.150001525878906,50.150001525878906,4061158
2020-02-19,51.349998474121094,51.349998474121094,3140158
2020-02-20,50.900001525878906,50.900001525878906,2755288
2020-02-21,50.599998474121094,50.599998474121094,2692050
2020-02-24,49.209999084472656,49.209999084472656,5571200
2020-02-25,49.459999084472656,49.459999084472656,3571281
2020-02-26,48.540000915527344,48.540000915527344,4260194
2020-02-27,47.2599983215332,47.2599983215332,6203018
2020-03-02,46.380001068115234,46.380001068115234,7299245
2020-03-03,47.4900016784668,47.4900016784668,4923255
2020-03-04,47.79999923706055,47.79999923706055,2771700
2020-03-05,48.91999816894531,48.91999816894531,3558563
